# BANNER FILE NOT PROVIDED (-b option)
# BULK_EXTRACTOR-Version: 2.0.3
# Feature-Recorder: url
# Filename: otw_pt2.pcapng
# Feature-File-Version: 1.1
9445511-BASE64-650	http://www.iec.ch	desc\000\000\000\000\000\000\000\026IEC http://www.iec.ch\000\000\000\000\000\000\000\000\000\000\000\026IEC 
9445511-BASE64-683	http://www.iec.ch	\000\000\000\000\000\000\000\000\000\000\000\026IEC http://www.iec.ch\000\000\000\000\000\000\000\000\000\000\000\000\000\000\000\000
1789208	http://www.digicert.com/CPS0	0)0'\006\010+\006\001\005\005\007\002\001\026\033http://www.digicert.com/CPS0\016\006\003U\035\017\001\001\377\004\004\003\002\005\2400
1789304	http://crl3.digicert.com/DigiCertGlobalG2TLSRSASHA2562020CA1-1.crl0H	\035\037\004\201\2270\201\2240H\240F\240D\206Bhttp://crl3.digicert.com/DigiCertGlobalG2TLSRSASHA2562020CA1-1.crl0H\240F\240D\206Bhttp://crl
1789378	http://crl4.digicert.com/DigiCertGlobalG2TLSRSASHA2562020CA1-1.crl0	A1-1.crl0H\240F\240D\206Bhttp://crl4.digicert.com/DigiCertGlobalG2TLSRSASHA2562020CA1-1.crl0\201\207\006\010+\006\001\005\005\007\001\001\004{0y
1789475	http://ocsp.digicert.com0Q	0y0$\006\010+\006\001\005\005\0070\001\206\030http://ocsp.digicert.com0Q\006\010+\006\001\005\005\0070\002\206Ehttp
1789513	http://cacerts.digicert.com/DigiCertGlobalG2TLSRSASHA2562020CA1-1.crt0	om0Q\006\010+\006\001\005\005\0070\002\206Ehttp://cacerts.digicert.com/DigiCertGlobalG2TLSRSASHA2562020CA1-1.crt0\014\006\003U\035\023\001\001\377\004\0020\0000\202\001
1790993	http://ocsp.digicert.com	0h0$\006\010+\006\001\005\005\0070\001\206\030http://ocsp.digicert.com0@\006\010+\006\001\005\005\0070\002\2064ht
1791031	http://cacerts.digicert.com/DigiCertGlobalRootG2.crt0B	om0@\006\010+\006\001\005\005\0070\002\2064http://cacerts.digicert.com/DigiCertGlobalRootG2.crt0B\006\003U\035\037\004;0907\2405\2403\206
1791102	http://crl3.digicert.com/DigiCertGlobalRootG2.crl0=	\003U\035\037\004;0907\2405\2403\2061http://crl3.digicert.com/DigiCertGlobalRootG2.crl0=\006\003U\035 \0046040\013\006\011`\206H
2315100	http://www.digicert.com/CPS0	0)0'\006\010+\006\001\005\005\007\002\001\026\033http://www.digicert.com/CPS0\016\006\003U\035\017\001\001\377\004\004\003\002\005\2400
2315196	http://crl3.digicert.com/DigiCertGlobalG2TLSRSASHA2562020CA1-1.crl0H	\035\037\004\201\2270\201\2240H\240F\240D\206Bhttp://crl3.digicert.com/DigiCertGlobalG2TLSRSASHA2562020CA1-1.crl0H\240F\240D\206Bhttp://crl
2315270	http://crl4.digicert.com/DigiCertGlobalG2TLSRSASHA2562020CA1-1.crl0	A1-1.crl0H\240F\240D\206Bhttp://crl4.digicert.com/DigiCertGlobalG2TLSRSASHA2562020CA1-1.crl0\201\207\006\010+\006\001\005\005\007\001\001\004{0y
